chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.4560825041625928,0.11046450585126877,2867.311399380337,2517.730021891966,5632.0456509976775,0.16715302338471283,-68.28673521481346,66.98004818675115,-9.090925397731064,40.87878246520421,-9.534221541746083,10.331724387069226,-1.415623973228503,2.5570941742004147,-3.1657431178235513,5.003608896038698,-3.4422900758474873,3.5452135260864797,-4.188510741085841,-2.6236234613916,-5.885031731292215,0.8615369895749168,-8.504153021973636,-0.5220835657553538,-3.4010936891272814,-1.721684852689601,1
0.40229106048738517,0.11234566569328308,2469.2162699221035,2556.7154546899997,5438.9794099863675,0.11989067771310709,-111.11816333664481,82.29890618502033,4.211537766910051,27.30819946805471,5.457930496820314,10.573336063750917,-4.300952082155941,11.98473534352096,-1.3917603556326859,3.172321931844724,-3.6426275950841633,5.905004665656664,-4.303221489318189,2.665307604179161,-3.25401644892769,4.44805627898932,-2.40765755382342,0.321083932696997,-1.9485739466868675,1.1712304878572106,1
0.41174482989217703,0.13325205445289612,2113.1912777883267,2234.3383531357163,4335.297576551021,0.08995720194035428,-136.27427691480474,91.39861955684087,-8.95672294594311,29.704746974281598,9.630490677897363,12.025295296414539,1.1804761553957943,7.322934288585592,2.567193824411242,5.525923770569732,-2.8600944183629897,1.62266110851609,-2.2735091524848485,-0.47338286831431126,-3.6580955438963665,2.403863738192872,-5.0800192062387195,0.3995242948685712,-2.2667053774607777,1.9669058020031565,1
0.4645065802625208,0.27775031328201294,2826.7806253975723,2532.929260212182,5663.926768596626,0.13597179351993866,14.897722073895856,67.20339837737305,-13.63906780028018,35.52792561132671,-3.758769750451499,20.114557038772723,8.504016644636723,13.613988967966437,2.3897933192635614,7.17501355301222,3.402813948352107,6.018968864112187,-1.799534794775923,3.1936326366345096,-5.125984430342406,5.682531262880103,-3.600774780088014,2.001498820480586,1.5673930928044737,2.621801011457578,1
0.3381047667341493,0.14287084341049194,1868.8903835754975,2104.082572342859,3845.1078493301184,0.08104238118210884,-119.61228355192924,106.53982859140864,-7.862391351543878,29.434053205371626,-6.884618210076971,13.152230666346666,3.026824699425253,5.800717536661961,-2.128000297535147,1.6055268760808563,-2.4954794199188672,7.393219452283246,-0.7659158331320048,0.8074933774596231,-6.685393627756021,-1.5934879990635953,-3.988833622993468,2.042425025751961,-1.2888080503756296,3.031761686346141,1
0.33899863718825374,0.12407278269529343,2337.6542483091303,2388.875430530252,4909.54132500028,0.11272913636210662,-113.52267131791469,85.86421058152864,-2.259101872351218,22.393280648351535,1.4519925766402884,10.192801448924603,-4.628530976980782,-0.9986549534029943,-9.554373752794916,-0.5304196397026802,-6.2218486469860155,0.7161104360974848,-8.403411622494188,-5.041072400852716,-9.649574225368804,-1.5088799629922112,-7.278132192858473,-2.5330804148904837,-5.681151654854851,-2.0943378599018065,1
0.3729592432567072,0.08226979523897171,2045.836996455598,2032.3283550190165,4063.123096698177,0.11298838004950137,-176.27193958985922,101.13935027653126,-22.160547525559437,30.09813235394571,-2.0364112495675553,9.60277869828411,-7.3214802241414825,1.694462810365532,-5.857839835242787,0.6897285634674853,-3.562472436474782,0.7679595505853206,-6.0957569867078,-0.07635069260846672,-2.7581062154366625,0.6508380211234502,-2.8701604771010634,1.5387918658653066,-3.018379792836639,0.4324580497009422,1
0.3855176317925007,0.1489896923303604,2032.4568136501966,2242.925245507678,4214.732650613677,0.08956045288362383,-78.16522707175112,108.49320929030208,-14.12372365128849,23.73998220671937,4.59771267205734,8.789480658391653,-2.370072447154279,7.466094431851237,-6.300364616911124,6.3003529689389905,-1.0942465385173286,4.499128967917981,-4.04775937479885,4.556555594597873,-5.024198696272898,1.5170946449689247,-8.74989679415877,-2.4470581017421758,-7.337081689919229,-1.2361926659515439,1
0.3165575699104977,0.13009010255336761,2093.896689627643,2254.6281700997315,4394.999891977663,0.10072374627821631,-142.74813903460114,96.77986303203254,-3.2447451638109066,17.4275769637804,-0.9287016765521816,2.7165638802669068,-1.139079214897126,3.078881442817095,-5.742414626459981,3.3525192757352853,-4.263183900252061,0.8000324953713276,-3.9920027461315857,2.0708519246052615,-1.5863750578544595,3.847228232032155,-0.666282251263072,2.3209452216838877,-3.2968066078832323,0.5710026602590333,1
0.3727811990177194,0.10665244609117508,1965.5928425582013,2145.756834011367,4104.637472047986,0.09403822218159316,-143.83977574683956,105.10162144584575,-10.435502911591039,18.710391783819343,9.73544113748344,16.258709772992354,-2.7423276763301225,2.40223641729435,-6.3772909046480235,0.6005429163923416,-4.887200480890666,-0.16519321344793592,-5.599993388542962,1.203350795772374,-5.333332138636526,-0.8732773860394264,-3.3958208828138523,-0.9137803739032249,-4.151079373030202,0.2572098249943712,1
